cv_number,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,base_score,base_severity
CVE-2024-0420,2024-02-12T17:31Z,2024-02-12T16:15Z,,,,,,
CVE-2024-0421,2024-02-12T17:31Z,2024-02-12T16:15Z,,,,,,
CVE-2024-0422,2024-04-11T01:23Z,2024-01-11T19:15Z,,,,,5.4,MEDIUM
CVE-2024-0423,2024-04-11T01:23Z,2024-01-11T20:15Z,,,,,5.4,MEDIUM
CVE-2024-0424,2024-04-11T01:23Z,2024-01-11T20:15Z,,,,,5.4,MEDIUM
CVE-2024-0425,2024-04-11T01:23Z,2024-01-11T20:15Z,,,,,7.5,HIGH
CVE-2024-0426,2024-04-11T01:23Z,2024-01-11T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0428,2024-02-13T16:02Z,2024-02-05T22:16Z,,,,,8.8,HIGH
CVE-2024-0429,2024-01-18T17:26Z,2024-01-11T16:15Z,,,,,5.5,MEDIUM
CVE-2024-0430,2024-01-30T15:19Z,2024-01-22T19:15Z,,,,,5.5,MEDIUM
CVE-2024-0431,2024-02-28T14:06Z,2024-02-28T09:15Z,,,,,,
CVE-2024-0432,2024-02-28T14:06Z,2024-02-28T09:15Z,,,,,,
CVE-2024-0433,2024-02-28T14:06Z,2024-02-28T09:15Z,,,,,,
CVE-2024-0435,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-0436,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-0438,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0439,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-0440,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-0442,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0443,2024-01-18T20:16Z,2024-01-12T00:15Z,,,,,5.5,MEDIUM
CVE-2024-0446,2024-03-01T05:15Z,2024-02-22T00:15Z,,,,,,
CVE-2024-0447,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0448,2024-02-13T18:33Z,2024-02-05T22:16Z,,,,,5.4,MEDIUM
CVE-2024-0449,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0450,2024-05-07T22:15Z,2024-03-19T16:15Z,,,,,,
CVE-2024-0454,2024-01-22T16:10Z,2024-01-12T02:15Z,,,,,6.1,MEDIUM
CVE-2024-0455,2024-02-26T16:32Z,2024-02-26T16:27Z,,,,,,
CVE-2024-0456,2024-01-31T20:12Z,2024-01-26T01:15Z,,,,,4.3,MEDIUM
CVE-2024-0459,2024-04-11T01:23Z,2024-01-12T16:15Z,,,,,7.2,HIGH
CVE-2024-0460,2024-04-11T01:23Z,2024-01-12T16:15Z,,,,,9.8,CRITICAL
CVE-2024-0461,2024-04-11T01:23Z,2024-01-12T17:15Z,,,,,9.8,CRITICAL
CVE-2024-0462,2024-04-11T01:23Z,2024-01-12T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0463,2024-04-11T01:23Z,2024-01-12T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0464,2024-04-11T01:23Z,2024-01-12T19:15Z,,,,,9.8,CRITICAL
CVE-2024-0465,2024-04-11T01:23Z,2024-01-12T19:15Z,,,,,5.3,MEDIUM
CVE-2024-0466,2024-04-11T01:23Z,2024-01-12T19:15Z,,,,,9.8,CRITICAL
CVE-2024-0467,2024-04-11T01:23Z,2024-01-12T20:15Z,,,,,6.1,MEDIUM
CVE-2024-0468,2024-04-11T01:23Z,2024-01-12T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0469,2024-04-11T01:23Z,2024-01-12T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0470,2024-04-11T01:23Z,2024-01-12T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0471,2024-04-11T01:23Z,2024-01-12T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0472,2024-04-11T01:23Z,2024-01-12T22:15Z,,,,,7.5,HIGH
CVE-2024-0473,2024-04-11T01:23Z,2024-01-12T22:15Z,,,,,9.8,CRITICAL
CVE-2024-0474,2024-04-11T01:23Z,2024-01-12T23:15Z,,,,,9.8,CRITICAL
CVE-2024-0475,2024-04-11T01:23Z,2024-01-13T00:15Z,,,,,9.8,CRITICAL
CVE-2024-0476,2024-04-11T01:23Z,2024-01-13T06:15Z,,,,,4.8,MEDIUM
CVE-2024-0477,2024-04-11T01:23Z,2024-01-13T06:15Z,,,,,9.8,CRITICAL
CVE-2024-0478,2024-04-11T01:23Z,2024-01-13T07:15Z,,,,,9.8,CRITICAL
CVE-2024-0479,2024-04-11T01:23Z,2024-01-13T07:15Z,,,,,9.8,CRITICAL
CVE-2024-0480,2024-04-11T01:23Z,2024-01-13T08:15Z,,,,,9.8,CRITICAL
CVE-2024-0481,2024-04-11T01:23Z,2024-01-13T09:15Z,,,,,9.8,CRITICAL
CVE-2024-0482,2024-04-11T01:23Z,2024-01-13T10:15Z,,,,,9.8,CRITICAL
CVE-2024-0483,2024-04-11T01:23Z,2024-01-13T10:15Z,,,,,9.8,CRITICAL
CVE-2024-0484,2024-04-11T01:23Z,2024-01-13T11:15Z,,,,,9.8,CRITICAL
CVE-2024-0485,2024-04-11T01:23Z,2024-01-13T11:15Z,,,,,9.8,CRITICAL
CVE-2024-0486,2024-04-11T01:23Z,2024-01-13T12:15Z,,,,,9.8,CRITICAL
CVE-2024-0487,2024-04-11T01:23Z,2024-01-13T13:15Z,,,,,9.8,CRITICAL
CVE-2024-0488,2024-04-11T01:23Z,2024-01-13T13:15Z,,,,,9.8,CRITICAL
CVE-2024-0489,2024-04-11T01:23Z,2024-01-13T14:15Z,,,,,9.8,CRITICAL
CVE-2024-0490,2024-04-11T01:23Z,2024-01-13T14:15Z,,,,,7.5,HIGH
CVE-2024-0491,2024-04-11T01:23Z,2024-01-13T15:15Z,,,,,7.5,HIGH
CVE-2024-0492,2024-04-11T01:23Z,2024-01-13T15:15Z,,,,,9.8,CRITICAL
CVE-2024-0493,2024-04-11T01:23Z,2024-01-13T16:15Z,,,,,9.8,CRITICAL
CVE-2024-0494,2024-04-11T01:23Z,2024-01-13T16:15Z,,,,,9.8,CRITICAL
CVE-2024-0495,2024-04-11T01:23Z,2024-01-13T17:15Z,,,,,9.8,CRITICAL
CVE-2024-0496,2024-04-11T01:23Z,2024-01-13T17:15Z,,,,,9.8,CRITICAL
CVE-2024-0497,2024-04-11T01:23Z,2024-01-13T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0498,2024-04-11T01:23Z,2024-01-13T18:15Z,,,,,9.8,CRITICAL
CVE-2024-0499,2024-04-11T01:23Z,2024-01-13T19:15Z,,,,,4.8,MEDIUM
CVE-2024-0500,2024-04-11T01:23Z,2024-01-13T19:15Z,,,,,4.8,MEDIUM
CVE-2024-0501,2024-04-11T01:23Z,2024-01-13T20:15Z,,,,,4.8,MEDIUM
CVE-2024-0502,2024-04-11T01:23Z,2024-01-13T20:15Z,,,,,7.2,HIGH
CVE-2024-0503,2024-04-11T01:23Z,2024-01-13T21:15Z,,,,,6.1,MEDIUM
CVE-2024-0504,2024-04-11T01:23Z,2024-01-13T21:15Z,,,,,6.1,MEDIUM
CVE-2024-0505,2024-04-11T01:23Z,2024-01-13T22:15Z,,,,,9.8,CRITICAL
CVE-2024-0506,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0507,2024-01-23T19:31Z,2024-01-16T19:15Z,,,,,8.8,HIGH
CVE-2024-0508,2024-02-13T18:33Z,2024-02-05T22:16Z,,,,,5.4,MEDIUM
CVE-2024-0509,2024-02-13T18:34Z,2024-02-05T22:16Z,,,,,6.1,MEDIUM
CVE-2024-0510,2024-04-11T01:24Z,2024-01-13T22:15Z,,,,,9.8,CRITICAL
CVE-2024-0511,2024-02-15T01:56Z,2024-02-08T06:15Z,,,,,4.3,MEDIUM
CVE-2024-0512,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0513,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0514,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0515,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0516,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0517,2024-01-22T19:53Z,2024-01-16T22:15Z,,,,,8.8,HIGH
CVE-2024-0518,2024-01-22T19:53Z,2024-01-16T22:15Z,,,,,8.8,HIGH
CVE-2024-0519,2024-01-22T19:53Z,2024-01-16T22:15Z,,,,,8.8,HIGH
CVE-2024-0521,2024-01-29T15:26Z,2024-01-20T21:15Z,,,,,7.8,HIGH
CVE-2024-0522,2024-04-11T01:24Z,2024-01-14T23:15Z,,,,,8.8,HIGH
CVE-2024-0523,2024-04-11T01:24Z,2024-01-14T23:15Z,,,,,9.8,CRITICAL
CVE-2024-0524,2024-04-11T01:24Z,2024-01-15T00:15Z,,,,,9.8,CRITICAL
CVE-2024-0525,2024-04-11T01:24Z,2024-01-15T00:15Z,,,,,9.8,CRITICAL
CVE-2024-0526,2024-04-11T01:24Z,2024-01-15T00:15Z,,,,,9.8,CRITICAL
CVE-2024-0527,2024-04-11T01:24Z,2024-01-15T01:15Z,,,,,9.8,CRITICAL
CVE-2024-0528,2024-04-11T01:24Z,2024-01-15T01:15Z,,,,,9.8,CRITICAL
CVE-2024-0529,2024-04-11T01:24Z,2024-01-15T02:15Z,,,,,9.8,CRITICAL
CVE-2024-0530,2024-04-11T01:24Z,2024-01-15T02:15Z,,,,,9.8,CRITICAL
CVE-2024-0531,2024-04-11T01:24Z,2024-01-15T02:15Z,,,,,7.2,HIGH
CVE-2024-0532,2024-04-11T01:24Z,2024-01-15T02:15Z,,,,,7.2,HIGH
CVE-2024-0533,2024-04-11T01:24Z,2024-01-15T03:15Z,,,,,7.2,HIGH
CVE-2024-0534,2024-04-11T01:24Z,2024-01-15T03:15Z,,,,,7.2,HIGH
CVE-2024-0535,2024-04-11T01:24Z,2024-01-15T03:15Z,,,,,9.8,CRITICAL
CVE-2024-0536,2024-04-11T01:24Z,2024-01-15T04:15Z,,,,,9.8,CRITICAL
CVE-2024-0537,2024-04-11T01:24Z,2024-01-15T04:15Z,,,,,9.8,CRITICAL
CVE-2024-0538,2024-04-11T01:24Z,2024-01-15T04:15Z,,,,,9.8,CRITICAL
CVE-2024-0539,2024-04-11T01:24Z,2024-01-15T05:15Z,,,,,9.8,CRITICAL
CVE-2024-0540,2024-04-11T01:24Z,2024-01-15T05:15Z,,,,,9.8,CRITICAL
CVE-2024-0541,2024-04-11T01:24Z,2024-01-15T05:15Z,,,,,9.8,CRITICAL
CVE-2024-0542,2024-04-11T01:24Z,2024-01-15T05:15Z,,,,,9.8,CRITICAL
CVE-2024-0543,2024-04-11T01:24Z,2024-01-15T06:15Z,,,,,7.5,HIGH
CVE-2024-0545,2024-04-11T01:24Z,2024-01-15T06:15Z,,,,,6.1,MEDIUM
CVE-2024-0546,2024-04-11T01:24Z,2024-01-15T06:15Z,,,,,7.5,HIGH
CVE-2024-0547,2024-04-11T01:24Z,2024-01-15T07:15Z,,,,,7.5,HIGH
CVE-2024-0548,2024-04-11T01:24Z,2024-01-15T07:15Z,,,,,7.5,HIGH
CVE-2024-0549,2024-04-16T13:24Z,2024-04-16T00:15Z,,,,,,
CVE-2024-0550,2024-02-28T14:06Z,2024-02-28T05:15Z,,,,,,
CVE-2024-0551,2024-02-27T14:19Z,2024-02-27T14:15Z,,,,,,
CVE-2024-0552,2024-01-23T19:34Z,2024-01-15T04:15Z,,,,,9.8,CRITICAL
CVE-2024-0553,2024-03-25T18:15Z,2024-01-16T12:15Z,,,,,7.5,HIGH
CVE-2024-0554,2024-01-23T19:37Z,2024-01-16T11:15Z,,,,,5.4,MEDIUM
CVE-2024-0555,2024-01-23T19:57Z,2024-01-16T11:15Z,,,,,8,HIGH
CVE-2024-0556,2024-01-23T19:44Z,2024-01-16T11:15Z,,,,,6.5,MEDIUM
CVE-2024-0557,2024-04-11T01:24Z,2024-01-15T17:15Z,,,,,5.4,MEDIUM
CVE-2024-0558,2024-04-11T01:24Z,2024-01-15T17:15Z,,,,,7.2,HIGH
CVE-2024-0559,2024-03-12T12:40Z,2024-03-11T18:15Z,,,,,,
CVE-2024-0560,2024-02-29T13:49Z,2024-02-28T17:15Z,,,,,,
CVE-2024-0561,2024-03-12T12:40Z,2024-03-11T18:15Z,,,,,,
CVE-2024-0562,2024-01-25T20:15Z,2024-01-15T19:15Z,,,,,7.8,HIGH
CVE-2024-0563,2024-02-23T16:14Z,2024-02-23T09:15Z,,,,,,
CVE-2024-0564,2024-02-08T16:36Z,2024-01-30T15:15Z,,,,,6.5,MEDIUM
CVE-2024-0565,2024-04-30T14:15Z,2024-01-15T20:15Z,,,,,7.4,HIGH
CVE-2024-0566,2024-02-12T17:31Z,2024-02-12T16:15Z,,,,,,
CVE-2024-0567,2024-03-05T11:15Z,2024-01-16T14:15Z,,,,,7.5,HIGH
CVE-2024-0568,2024-02-14T18:04Z,2024-02-14T17:15Z,,,,,,
CVE-2024-0569,2024-04-11T01:24Z,2024-01-16T13:15Z,,,,,9.1,CRITICAL
CVE-2024-0570,2024-04-11T01:24Z,2024-01-16T14:15Z,,,,,9.1,CRITICAL
CVE-2024-0571,2024-04-11T01:24Z,2024-01-16T14:15Z,,,,,9.8,CRITICAL
CVE-2024-0572,2024-04-11T01:24Z,2024-01-16T14:15Z,,,,,9.8,CRITICAL
CVE-2024-0573,2024-04-11T01:24Z,2024-01-16T15:15Z,,,,,9.8,CRITICAL
CVE-2024-0574,2024-04-11T01:24Z,2024-01-16T15:15Z,,,,,9.8,CRITICAL
CVE-2024-0575,2024-04-11T01:24Z,2024-01-16T15:15Z,,,,,9.8,CRITICAL
CVE-2024-0576,2024-04-11T01:24Z,2024-01-16T16:15Z,,,,,9.8,CRITICAL
CVE-2024-0577,2024-04-11T01:24Z,2024-01-16T16:15Z,,,,,9.8,CRITICAL
CVE-2024-0578,2024-04-11T01:24Z,2024-01-16T16:15Z,,,,,9.8,CRITICAL
CVE-2024-0579,2024-04-11T01:24Z,2024-01-16T17:15Z,,,,,9.8,CRITICAL
CVE-2024-0580,2024-01-26T18:51Z,2024-01-18T09:15Z,,,,,7.5,HIGH
CVE-2024-0581,2024-01-23T19:51Z,2024-01-16T14:15Z,,,,,5.5,MEDIUM
CVE-2024-0582,2024-05-01T18:15Z,2024-01-16T15:15Z,,,,,7.8,HIGH
CVE-2024-0584,2024-02-14T06:15Z,2024-01-16T14:15Z,,,,,,
CVE-2024-0585,2024-02-13T14:04Z,2024-02-05T22:16Z,,,,,5.4,MEDIUM
CVE-2024-0586,2024-02-13T14:05Z,2024-02-05T22:16Z,,,,,5.4,MEDIUM
CVE-2024-0587,2024-01-30T02:04Z,2024-01-23T07:15Z,,,,,6.1,MEDIUM
CVE-2024-0588,2024-04-10T13:24Z,2024-04-09T19:15Z,,,,,,
CVE-2024-0589,2024-02-03T00:19Z,2024-01-31T13:15Z,,,,,5.4,MEDIUM
CVE-2024-0590,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0591,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0592,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0593,2024-02-22T19:07Z,2024-02-21T07:15Z,,,,,,
CVE-2024-0594,2024-02-15T18:40Z,2024-02-10T07:15Z,,,,,8.8,HIGH
CVE-2024-0595,2024-02-16T21:34Z,2024-02-10T07:15Z,,,,,4.3,MEDIUM
CVE-2024-0596,2024-02-16T21:34Z,2024-02-10T07:15Z,,,,,5.3,MEDIUM
CVE-2024-0597,2024-02-13T14:05Z,2024-02-05T22:16Z,,,,,4.8,MEDIUM
CVE-2024-0598,2024-04-10T13:24Z,2024-04-09T19:15Z,,,,,,
CVE-2024-0599,2024-04-11T01:24Z,2024-01-16T20:15Z,,,,,5.4,MEDIUM
CVE-2024-0601,2024-04-11T01:24Z,2024-01-16T22:15Z,,,,,6.5,MEDIUM
CVE-2024-0602,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0603,2024-04-11T01:24Z,2024-01-16T22:15Z,,,,,9.8,CRITICAL
CVE-2024-0604,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0605,2024-01-30T15:19Z,2024-01-22T19:15Z,,,,,7.5,HIGH
CVE-2024-0606,2024-01-30T15:18Z,2024-01-22T19:15Z,,,,,6.1,MEDIUM
CVE-2024-0607,2024-01-26T19:00Z,2024-01-18T16:15Z,,,,,6.6,MEDIUM
CVE-2024-0608,2024-03-29T12:45Z,2024-03-29T07:15Z,,,,,,
CVE-2024-0609,2024-03-29T12:45Z,2024-03-29T07:15Z,,,,,,
CVE-2024-0610,2024-02-20T19:50Z,2024-02-17T08:15Z,,,,,,
CVE-2024-0611,2024-03-04T13:58Z,2024-03-02T12:16Z,,,,,,
CVE-2024-0612,2024-02-13T15:26Z,2024-02-05T22:16Z,,,,,4.8,MEDIUM
CVE-2024-0613,2024-05-02T18:00Z,2024-05-02T17:15Z,,,,,6.1,MEDIUM
CVE-2024-0614,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0615,2024-05-02T18:00Z,2024-05-02T17:15Z,,,,,5.3,MEDIUM
CVE-2024-0616,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0617,2024-02-02T05:07Z,2024-01-25T02:15Z,,,,,5.3,MEDIUM
CVE-2024-0618,2024-02-01T04:15Z,2024-01-27T06:15Z,,,,,4.8,MEDIUM
CVE-2024-0620,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0621,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0622,2024-02-20T16:15Z,2024-02-15T21:15Z,,,,,,
CVE-2024-0623,2024-01-26T18:33Z,2024-01-20T06:15Z,,,,,4.3,MEDIUM
CVE-2024-0624,2024-01-31T19:03Z,2024-01-25T02:15Z,,,,,5.3,MEDIUM
CVE-2024-0625,2024-02-02T05:08Z,2024-01-25T03:15Z,,,,,4.8,MEDIUM
CVE-2024-0626,2024-04-10T13:24Z,2024-04-09T19:15Z,,,,,,
CVE-2024-0628,2024-02-13T19:18Z,2024-02-07T07:15Z,,,,,3.8,LOW
CVE-2024-0629,2024-05-02T18:00Z,2024-05-02T17:15Z,,,,,,
CVE-2024-0630,2024-02-13T15:42Z,2024-02-05T22:16Z,,,,,4.8,MEDIUM
CVE-2024-0631,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0637,2024-04-02T12:50Z,2024-04-01T22:15Z,,,,,,
CVE-2024-0638,2024-03-22T12:45Z,2024-03-22T11:15Z,,,,,,
CVE-2024-0639,2024-02-14T13:15Z,2024-01-17T16:15Z,,,,,5.5,MEDIUM
CVE-2024-0641,2024-02-14T13:15Z,2024-01-17T16:15Z,,,,,5.5,MEDIUM
CVE-2024-0642,2024-01-24T19:29Z,2024-01-17T14:15Z,,,,,9.8,CRITICAL
CVE-2024-0643,2024-01-24T19:27Z,2024-01-17T14:15Z,,,,,9.8,CRITICAL
CVE-2024-0645,2024-01-24T19:24Z,2024-01-17T14:15Z,,,,,7.8,HIGH
CVE-2024-0646,2024-03-19T23:15Z,2024-01-17T16:15Z,,,,,7.8,HIGH
CVE-2024-0647,2024-04-11T01:24Z,2024-01-17T19:15Z,,,,,6.1,MEDIUM
CVE-2024-0648,2024-04-11T01:24Z,2024-01-17T23:15Z,,,,,9.8,CRITICAL
CVE-2024-0649,2024-04-11T01:24Z,2024-01-17T23:15Z,,,,,9.8,CRITICAL
CVE-2024-0650,2024-04-11T01:24Z,2024-01-18T00:15Z,,,,,6.1,MEDIUM
CVE-2024-0651,2024-04-11T01:24Z,2024-01-18T01:15Z,,,,,7.2,HIGH
CVE-2024-0652,2024-04-11T01:24Z,2024-01-18T01:15Z,,,,,4.8,MEDIUM
CVE-2024-0654,2024-04-11T01:24Z,2024-01-18T01:15Z,,,,,7.8,HIGH
CVE-2024-0655,2024-04-11T01:24Z,2024-01-18T03:15Z,,,,,9.8,CRITICAL
CVE-2024-0656,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0657,2024-02-15T19:09Z,2024-02-09T05:15Z,,,,,4.8,MEDIUM
CVE-2024-0658,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0659,2024-02-13T15:47Z,2024-02-05T22:16Z,,,,,4.8,MEDIUM
CVE-2024-0660,2024-02-13T14:05Z,2024-02-05T22:16Z,,,,,4.3,MEDIUM
CVE-2024-0662,2024-04-10T13:24Z,2024-04-09T19:15Z,,,,,,
CVE-2024-0663,2024-01-19T20:15Z,2024-01-19T20:15Z,,,,,,
CVE-2024-0664,2024-02-01T04:15Z,2024-01-27T04:15Z,,,,,4.8,MEDIUM
CVE-2024-0665,2024-01-29T16:11Z,2024-01-24T08:15Z,,,,,6.1,MEDIUM
CVE-2024-0667,2024-02-01T04:15Z,2024-01-27T04:15Z,,,,,6.3,MEDIUM
CVE-2024-0668,2024-02-13T16:24Z,2024-02-05T22:16Z,,,,,7.2,HIGH
CVE-2024-0669,2024-01-26T18:52Z,2024-01-18T13:15Z,,,,,7.1,HIGH
CVE-2024-0670,2024-03-13T23:15Z,2024-03-11T15:15Z,,,,,,
CVE-2024-0671,2024-04-19T13:10Z,2024-04-19T09:15Z,,,,,,
CVE-2024-0672,2024-03-28T12:42Z,2024-03-28T05:15Z,,,,,,
CVE-2024-0673,2024-03-28T12:42Z,2024-03-28T05:15Z,,,,,,
CVE-2024-0674,2024-02-08T16:39Z,2024-01-30T13:15Z,,,,,7.8,HIGH
CVE-2024-0675,2024-02-08T16:39Z,2024-01-30T13:15Z,,,,,6.8,MEDIUM
CVE-2024-0676,2024-02-08T16:39Z,2024-01-30T13:15Z,,,,,7.1,HIGH
CVE-2024-0677,2024-03-28T12:42Z,2024-03-28T05:15Z,,,,,,
CVE-2024-0678,2024-02-13T16:36Z,2024-02-05T22:16Z,,,,,6.1,MEDIUM
CVE-2024-0679,2024-01-26T18:30Z,2024-01-20T06:15Z,,,,,6.5,MEDIUM
CVE-2024-0680,2024-02-28T14:06Z,2024-02-28T09:15Z,,,,,,
CVE-2024-0681,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0682,2024-02-28T14:06Z,2024-02-28T09:15Z,,,,,,
CVE-2024-0683,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0684,2024-02-14T00:26Z,2024-02-06T09:15Z,,,,,5.5,MEDIUM
CVE-2024-0685,2024-02-12T22:15Z,2024-02-02T05:15Z,,,,,9.8,CRITICAL
CVE-2024-0686,2024-03-04T15:15Z,2024-03-04T15:15Z,,,,,,
CVE-2024-0687,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0688,2024-01-31T19:13Z,2024-01-25T02:15Z,,,,,4.8,MEDIUM
CVE-2024-0689,2024-02-29T13:49Z,2024-02-29T03:15Z,,,,,,
CVE-2024-0690,2024-04-30T14:15Z,2024-02-06T12:15Z,,,,,5.5,MEDIUM
CVE-2024-0691,2024-02-13T16:57Z,2024-02-05T22:16Z,,,,,4.8,MEDIUM
CVE-2024-0692,2024-03-01T14:04Z,2024-03-01T09:15Z,,,,,8.8,HIGH
CVE-2024-0693,2024-04-11T01:24Z,2024-01-18T23:15Z,,,,,7.5,HIGH
CVE-2024-0694,2024-01-18T18:15Z,2024-01-18T18:15Z,,,,,,
CVE-2024-0695,2024-04-11T01:24Z,2024-01-18T23:15Z,,,,,5.3,MEDIUM
CVE-2024-0696,2024-04-11T01:24Z,2024-01-18T23:15Z,,,,,6.1,MEDIUM
CVE-2024-0697,2024-02-01T04:15Z,2024-01-27T05:15Z,,,,,4.9,MEDIUM
CVE-2024-0698,2024-03-05T13:41Z,2024-03-05T02:15Z,,,,,,
CVE-2024-0699,2024-02-13T16:54Z,2024-02-05T22:16Z,,,,,7.2,HIGH
CVE-2024-0700,2024-03-13T18:16Z,2024-03-13T16:15Z,,,,,,
CVE-2024-0701,2024-02-13T17:03Z,2024-02-05T22:16Z,,,,,5.3,MEDIUM
CVE-2024-0702,2024-02-29T13:49Z,2024-02-29T01:43Z,,,,,,
CVE-2024-0703,2024-01-29T22:42Z,2024-01-23T11:15Z,,,,,4.8,MEDIUM
CVE-2024-0704,2024-02-01T15:15Z,2024-02-01T15:15Z,,,,,,
CVE-2024-0705,2024-01-26T19:00Z,2024-01-19T10:15Z,,,,,7.5,HIGH
CVE-2024-0706,2024-01-22T15:15Z,2024-01-22T15:15Z,,,,,,
CVE-2024-0707,2024-02-13T14:15Z,2024-02-13T14:15Z,,,,,,
CVE-2024-0708,2024-02-15T14:28Z,2024-02-15T07:15Z,,,,,,
CVE-2024-0709,2024-02-13T17:12Z,2024-02-05T22:16Z,,,,,7.5,HIGH
CVE-2024-0710,2024-05-02T18:00Z,2024-05-02T17:15Z,,,,,5.3,MEDIUM
CVE-2024-0711,2024-03-18T19:40Z,2024-03-18T19:15Z,,,,,,
CVE-2024-0712,2024-04-11T01:24Z,2024-01-19T14:15Z,,,,,9.8,CRITICAL
CVE-2024-0713,2024-04-25T06:15Z,2024-01-19T14:15Z,,,,,,
CVE-2024-0714,2024-04-11T01:24Z,2024-01-19T15:15Z,,,,,9.8,CRITICAL
CVE-2024-0715,2024-02-20T19:50Z,2024-02-20T02:15Z,,,,,,
CVE-2024-0716,2024-04-11T01:24Z,2024-01-19T15:15Z,,,,,5.3,MEDIUM
CVE-2024-0717,2024-04-11T01:24Z,2024-01-19T16:15Z,,,,,5.3,MEDIUM
CVE-2024-0718,2024-04-11T01:24Z,2024-01-19T16:15Z,,,,,4.8,MEDIUM
CVE-2024-0719,2024-03-18T19:40Z,2024-03-18T19:15Z,,,,,,
CVE-2024-0720,2024-04-11T01:24Z,2024-01-19T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0721,2024-04-11T01:24Z,2024-01-19T16:15Z,,,,,6.1,MEDIUM
CVE-2024-0722,2024-04-11T01:24Z,2024-01-19T17:15Z,,,,,5.4,MEDIUM
CVE-2024-0723,2024-04-11T01:24Z,2024-01-19T17:15Z,,,,,7.5,HIGH
CVE-2024-0725,2024-04-11T01:24Z,2024-01-19T18:15Z,,,,,7.5,HIGH
CVE-2024-0726,2024-04-11T01:24Z,2024-01-19T18:15Z,,,,,6.1,MEDIUM
CVE-2024-0727,2024-05-01T18:15Z,2024-01-26T09:15Z,,,,,5.5,MEDIUM
CVE-2024-0728,2024-04-11T01:24Z,2024-01-19T19:15Z,,,,,9.8,CRITICAL
CVE-2024-0729,2024-04-11T01:24Z,2024-01-19T19:15Z,,,,,9.8,CRITICAL
CVE-2024-0730,2024-04-11T01:24Z,2024-01-19T19:15Z,,,,,9.8,CRITICAL
CVE-2024-0731,2024-04-11T01:24Z,2024-01-19T20:15Z,,,,,7.5,HIGH
CVE-2024-0732,2024-04-11T01:24Z,2024-01-19T20:15Z,,,,,7.5,HIGH
CVE-2024-0733,2024-04-11T01:24Z,2024-01-19T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0734,2024-04-11T01:24Z,2024-01-19T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0735,2024-04-11T01:24Z,2024-01-19T21:15Z,,,,,9.8,CRITICAL
CVE-2024-0736,2024-04-11T01:24Z,2024-01-19T21:15Z,,,,,7.5,HIGH
CVE-2024-0737,2024-04-11T01:24Z,2024-01-19T22:15Z,,,,,7.5,HIGH
